Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B;Measles;BMI;Polio;Diphtheria;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy
Liberia;Africa;2013;No;66,9;92;3,74;76;64;24;80;76;3,5;754;4,25;6,8;6,7;4,4;61,2
Ukraine;Rest of Europe;2011;No;9,6;11,2;8,74;21;56;26,3;54;50;0,26;2450;45,71;2,4;2,5;11,3;70,8
Gambia;Africa;2002;No;58,1;104,2;3,37;92;64;22,3;86;87;1,59;700;1,4;9,8;9,8;2,1;56,8
Suriname;South America;2007;No;22,2;25;4,69;84;16;25,9;84;84;0,75;8204;0,51;3,5;3,4;7,7;69,6
Slovenia;European Union;2011;Yes;2,5;3,1;10,61;88;96;26,2;96;96;0,02;20747;2,05;1,6;1,6;12,2;80
Brazil;South America;2003;No;25,1;28,4;6,84;97;74;25,1;99;99;0,25;6896;181,81;3,3;3,3;6,2;71,2
Somalia;Africa;2009;No;98,7;161,9;0;42;64;22,7;41;42;0,13;280;11,72;7,1;6,9;2,1;53,7
Guinea;Africa;2006;No;81,5;130,4;0,15;57;64;22,3;53;57;1,09;655;9,31;9,1;9,1;1,6;54,1
Sao Tome and Principe;Central America and Caribbean;2012;No;23,7;30,2;5,65;96;71;24,6;96;96;0,22;1446;0,19;5,9;5,7;5,1;68,3
New Zealand;Oceania;2013;Yes;4,8;5,8;9,12;93;86;27,8;92;92;0,03;37219;4,44;0,3;0,3;12,1;81,4
Saudi Arabia;Middle East;2003;No;15,8;18,5;0,057;95;97;27,7;95;95;0,13;17385;22,46;7,2;7,3;7,1;73,1
Guinea-Bissau;Africa;2007;No;82,5;132,2;3,22;83;64;22,8;76;74;2,81;566;1,41;8,7;8,6;2,3;53,1
Canada;North America;2012;Yes;4,9;5,6;8,3;70;83;26,9;91;95;0,1;42316;34,71;0,5;0,5;12,8;81,6
Maldives;Asia;2015;No;8,4;9,8;1,26;99;99;25,3;99;99;0,17;9033;0,45;13,6;13,6;6,3;77,7
Lesotho;Africa;2014;No;71,9;94,2;2,75;93;82;24,9;88;93;10,88;1120;2,04;5,8;5,6;6,1;49,9
Comoros;Africa;2015;No;54,4;72,3;0,14;91;64;24,3;92;91;0,01;1243;0,78;6,7;6,5;4,8;63,5
Trinidad and Tobago;Central America and Caribbean;2015;No;17,3;19,3;5,97;90;79;27,5;88;96;0,4;18384;1,37;5,7;5,9;10,8;72,9
Mauritania;Africa;2006;No;66,1;106,1;0,011;68;64;24,3;68;68;0,32;1585;3,11;9,6;9,4;3,4;61,6
Burundi;Africa;2008;No;66,5;103,6;4,8;92;57;21,2;89;92;0,61;306;8,13;7,9;7,9;2,5;55,7
United Arab Emirates;Middle East;2015;No;6,5;7,6;2,12;99;99;28,4;99;99;0,13;38663;9,26;5,3;5,1;10,6;77,3
Latvia;European Union;2009;Yes;6,9;8,3;9,85;92;92;26,2;94;94;0,2;11240;2,14;2,3;2,3;12,3;73,1
Timor-Leste;Oceania;2009;No;53,6;64,4;0,085;72;64;20,6;78;72;0,07;1104;1,07;11,6;11,6;4,4;66,8
Sri Lanka;Asia;2002;No;13,4;15,5;1,62;86;92;21,7;98;98;0,02;1939;19,06;15,4;15,6;10,2;73,1
Brazil;South America;2008;No;18,4;20,6;6,83;96;56;25,6;99;99;0,25;8259;192,03;3;3;6,7;73
Moldova;Rest of Europe;2006;No;16,3;19;7,94;98;92;26,4;98;97;0,42;2004;2,88;3,1;3,3;10,6;68
Costa Rica;Central America and Caribbean;2012;No;8,6;9,9;3,17;91;95;27;90;91;0,18;10945;4,69;1,8;1,7;8,5;79,1
Slovak Republic;European Union;2008;Yes;6,1;7,4;11,87;99;97;25,9;99;99;0,01;14488;5,38;1,3;1,4;11,2;74,7
Slovenia;European Union;2002;Yes;4,1;4,9;9,87;88;98;25,5;93;93;0,02;17302;1,99;2,1;2,2;11,5;76
Costa Rica;Central America and Caribbean;2007;No;9,7;11,1;4,25;89;84;26,5;89;89;0,16;9725;4,4;1,9;1,9;8,1;78,4
Libya;Africa;2007;No;17,3;20,2;0,007;98;97;27,4;98;98;0,09;14010;5,97;5,5;5,4;6,8;72,2
Mexico;North America;2007;No;18,2;21,3;4,24;98;85;27,3;98;98;0,15;9214;109,17;1,7;1,7;8;75,3
Papua New Guinea;Oceania;2009;No;45,9;59,3;0,78;66;65;24,9;70;73;0,36;2077;7,14;1,4;1,3;3,9;61,7
Peru;South America;2001;No;27,2;35,3;4,09;84;51;25,1;90;90;0,19;3282;26,8;1,4;1,4;8,1;71,5
Latvia;European Union;2013;Yes;5,1;6;10,43;94;92;26,5;94;94;0,26;12796;2,01;2,2;2,2;12,7;74
Uzbekistan;Asia;2006;No;34,8;40,1;1,81;98;63;25,5;94;96;0,13;1656;26,49;3,2;3,2;9,9;68,7
Slovenia;European Union;2012;Yes;2,4;2,9;10,95;88;96;26,2;96;96;0,02;20157;2,06;1,5;1,5;11,7;80,1
Lao PDR;Asia;2004;No;66,1;90,8;3,54;45;65;21,5;46;45;0,15;1112;5,66;1,1;1,2;4,2;61,1
Uzbekistan;Asia;2005;No;37,4;43,4;1,76;99;81;25,3;99;99;0,12;1560;26,17;3,2;3,2;9,8;68,4
Malaysia;Asia;2010;No;6,9;8,1;0,52;96;95;25;96;96;0,17;8248;28,21;8,2;8;9,8;74,5
Portugal;European Union;2011;Yes;3;3,7;10,86;97;96;25,8;97;97;0,15;19365;10,56;0,7;0,5;8,3;80,5
Honduras;Central America and Caribbean;2003;No;26,6;32,1;2,87;91;83;25,2;92;92;0,29;1846;7,11;2,6;2,5;4,6;71,5
Samoa;Oceania;2007;No;16,5;19,3;3,85;46;36;31,2;63;53;0,17;3949;0,18;0,2;0,2;9,7;70,9
Algeria;Africa;2011;No;22,9;26,7;0,4;95;96;25,1;95;95;0,02;3957;36,66;5,9;5,8;7,4;75,2
Burkina Faso;Africa;2009;No;70,3;126,9;5,52;92;31;21,7;91;92;0,35;554;15,14;9,3;8,8;1,4;56,4
Guinea-Bissau;Africa;2001;No;102,1;168,4;2,75;83;64;22,2;56;53;3,31;578;1,23;1;1;2,3;50,7
Philippines;Asia;2010;No;24,8;31,7;4,73;77;10;22,7;88;79;0,05;2433;93,97;1;9,7;8,9;69,8
France;European Union;2001;Yes;3,9;5,3;14,15;28;65;24,9;98;97;0,11;34015;61,36;0,7;0,6;10;79,2
Malawi;Africa;2010;No;52,4;84,2;1,69;93;64;22,5;86;93;4,4;359;14,54;6,8;6,7;4,3;55,6
Antigua and Barbuda;Central America and Caribbean;2003;No;11,5;14,1;6,91;99;59;25,4;99;99;0,1;13793;0,08;3,5;3,5;9;74,6
Grenada;Central America and Caribbean;2002;No;12,6;15;10,99;98;74;25,5;98;98;0,4;7016;0,1;4,1;4,1;7,4;72,9
Congo Rep;Africa;2002;No;68;106,2;0,9;71;64;22,2;41;41;2,36;2115;3,31;9,3;8,9;5,7;53,1
Tajikistan;Asia;2002;No;58,4;71;0,8;39;93;24,3;84;85;0,01;510;6,43;4;4;10,6;63,7
Angola;Africa;2012;No;67,4;105,1;7,83;75;64;23;54;75;1,21;3128;25,11;8,8;8,6;4,8;57,2
Jordan;Middle East;2004;No;20,2;23,9;0,5;95;98;28,1;95;95;0,13;4148;5,58;3,9;3,8;9,7;72,4
Cuba;Central America and Caribbean;2012;No;4,8;6,1;4,33;96;96;25,4;98;99;0,16;7138;11,26;3,4;3,2;10,8;78,4
South Africa;Africa;2012;No;31;41,5;7,22;68;53;27,1;69;65;8,52;6232;52,83;6;7,3;9,8;60,1
Israel;Middle East;2005;Yes;4,5;5,6;2,46;96;96;26,6;95;93;0,08;28810;6,93;1,1;1,1;12,3;80,2
Portugal;European Union;2004;Yes;3,9;5;12,26;94;79;25,7;95;95;0,19;19110;10,48;0,7;0,6;7,4;77,7
Iceland;Rest of Europe;2014;Yes;1,9;2,4;7,01;88;93;26,2;90;90;0,05;51233;0,33;1;0,9;12,2;82,9
Seychelles;Africa;2005;No;11,8;13,7;6,6;99;99;25,8;99;99;3,5;10790;0,08;6;6,4;7,7;72,1
Gambia;Africa;2008;No;48,6;80,3;2,98;98;64;23,1;96;96;1,34;708;1,69;8,6;8,5;2,6;59
Libya;Africa;2002;No;22,7;26,5;0,002;91;86;27;93;93;0,06;10129;5,53;5,6;5,4;5,9;71,2
Congo Dem Rep;Africa;2006;No;92,8;131,4;2,68;69;64;21,2;62;62;0,74;371;56,58;11,3;11,1;4,5;54,4
Cabo Verde;Africa;2014;No;17,9;21;4,31;97;79;24,4;95;95;0,26;3050;0,52;6,8;6,7;5,8;71,9
Ukraine;Rest of Europe;2000;No;15,7;18,3;6,95;66;99;25,7;99;99;0,67;1420;49,18;3;3,1;10,7;67,7
Djibouti;Africa;2006;No;69,4;86,1;1,03;88;82;23,7;72;72;0,62;968;0,79;5,8;5,7;3,8;58,3
Germany;European Union;2000;Yes;4,4;5,4;12,91;84;81;25,8;94;90;0,08;34490;82,21;1,2;1,2;11,2;77,9
Kenya;Africa;2013;No;37,4;52,3;1,53;93;28;23,1;94;87;1,54;1397;45,52;7,9;7,7;6,3;63,4
Bolivia;South America;2008;No;36,7;46,9;3,51;88;83;25,6;87;88;0,18;2415;9,72;1,3;1,1;7,6;66,9
Uganda;Africa;2015;No;38,9;55,7;7,44;78;64;22,4;85;78;2,08;847;38,23;5,6;5,6;5,7;61,4
Latvia;European Union;2004;Yes;9,2;11,2;8,81;98;98;25,9;99;99;0,16;9407;2,26;2,5;2,6;11,7;72
Romania;European Union;2004;Yes;16,5;19,4;11,77;99;96;25,3;97;97;0,05;5981;21,45;3,4;3,9;9,9;71,6
Cambodia;Asia;2004;No;56,9;70,7;0,9;84;48;21;86;85;0,4;625;13,07;11,6;11,7;3,5;62,2
Bahrain;Middle East;2000;No;10,7;12,5;1,97;97;92;25,5;97;97;0,05;23244;0,66;6,2;6;8,3;74,4
Uruguay;South America;2010;No;9,3;10,7;5,99;95;92;26,7;95;95;0,24;13433;3,36;1,5;1,5;8,4;76,8
Turkiye;Middle East;2007;No;19,2;22,5;1,37;96;65;27,2;96;96;0,08;8484;69,58;5;4,8;6,2;73,2
South Africa;Africa;2011;No;32,1;45,6;7,17;76;54;27;71;69;9,01;6183;52;6,6;8;9,9;58,9
Chile;South America;2001;No;8,7;10,3;6,1;94;96;26,7;96;97;0,14;8727;15,52;1;1;9;76,6
Madagascar;Africa;2004;No;58;88,5;0,8;71;64;20,8;74;78;0,05;463;17,8;8,2;8,1;5,5;60,8
Guatemala;Central America and Caribbean;2014;No;24,6;29,5;1,69;73;83;26,4;55;73;0,03;3903;15,31;1,2;1,2;6,4;72,9
Gambia;Africa;2010;No;45,8;73,6;2,82;97;64;23,4;97;97;1,21;753;1,79;8,2;8,1;2,8;59,6
United States;North America;2011;Yes;6,1;7,2;8,66;91;86;28,6;94;96;0,13;53395;311,58;0,7;0,6;13,3;78,6
Samoa;Oceania;2012;No;16,4;19,1;2,1;64;52;31,7;82;64;0,17;4012;0,19;0,2;0,1;10,2;72,1
Lao PDR;Asia;2007;No;58,7;79,1;5,03;50;65;21,8;46;50;0,17;1325;5,94;9,7;9,8;4,4;62,7
Australia;Oceania;2003;Yes;4,9;5,9;9,97;95;86;26,5;92;93;0,05;47997;19,9;0,7;0,7;11,8;80,2
Kenya;Africa;2008;No;41,4;63,5;1,32;88;28;22,7;88;88;2,33;1255;39,79;8,3;8,2;6;58,8
Singapore;Asia;2013;No;2,2;2,8;1,86;97;90;23,6;97;97;0,09;53300;5,4;2,2;2,2;11,4;82,2
Togo;Africa;2004;No;68;106,3;1,61;81;64;22,5;71;71;1,93;504;5,47;8,6;8,5;4,2;54,2
Djibouti;Africa;2013;No;57,8;70,1;0,36;82;82;23,9;82;82;0,29;2384;0,88;5,6;5,4;4;62,2
Saudi Arabia;Middle East;2000;No;18,8;22;0,054;93;96;27,6;95;95;0,13;17691;20,66;7,3;7,4;6,7;72,6
Eswatini;Africa;2013;No;49,5;62,5;7,36;98;89;26,6;98;98;15,83;3624;1,09;4,5;4,6;6,3;51,7
Eritrea;Africa;2006;No;44,5;64,6;1,29;94;88;20,4;94;94;0,35;731;2,92;9,3;9,3;3,7;59,5
Gabon;Africa;2014;No;37,2;52,8;8,21;70;64;25,1;68;70;1,24;7350;1,88;6,1;6;8,1;64,3
Bangladesh;Asia;2005;No;49,4;64,6;4,00E-04;45;63;20,6;94;93;0,01;769;139,04;19,9;2,5;4,5;67,8
Greece;European Union;2011;Yes;3,5;4;7,48;95;77;27,1;99;99;0,1;19401;11,1;0,8;0,7;10,3;80,7
Armenia;Rest of Europe;2006;No;20;22,5;3,99;78;85;25,9;87;87;0,08;2697;2,96;2;2,1;10,9;72,7
Indonesia;Asia;2000;No;41;52,2;0,063;65;23;21,6;72;75;0,06;1868;211,51;11;11,2;6,7;65,8
Pakistan;Asia;2013;No;65,4;80,6;0,03;72;43;23,7;65;72;0,13;1290;191,26;19,6;2;4,9;66,1
Vietnam;Asia;2007;No;19,1;23,9;1,51;67;65;20,7;92;92;0,21;1752;85,42;14,9;15,8;6,8;74,5
United Kingdom;Rest of Europe;2011;Yes;4,3;5;9,8;88;86;27;95;95;0,08;42772;63,26;0,8;0,5;13;81
Morocco;Africa;2006;No;33,6;39,3;0,48;95;92;25,1;97;97;0,05;2242;30,8;6,4;6,3;4;72,4
Costa Rica;Central America and Caribbean;2010;No;9,2;10,5;3,74;89;79;26,8;93;88;0,18;10237;4,58;1,8;1,8;8,3;78,8
Brazil;South America;2002;No;26,8;30,4;7,02;92;80;25;99;99;0,25;6905;179,54;3,3;3,3;6;70,8
Hungary;European Union;2013;Yes;4,7;5,6;10,73;88;99;27;99;99;0,08;11710;9,89;1,7;1,7;12;75,6
Albania;Rest of Europe;2000;No;24,1;27,2;3,92;96;90;25,2;97;97;0,01;1961;3,09;2,1;2,2;8,8;74
Congo Rep;Africa;2012;No;40,7;57,9;1,9;62;64;22,9;61;85;2,04;2580;4,51;7,9;7,5;6,2;61,4
Chile;South America;2000;No;9,2;10,9;6,24;94;96;26,6;91;91;0,15;8556;15,34;1,1;1,1;8,8;76,4
Antigua and Barbuda;Central America and Caribbean;2001;No;12,3;15,1;6,85;96;60;25,2;99;97;0,1;13220;0,08;3,6;3,5;8,9;74,2
Tajikistan;Asia;2001;No;62,9;77,2;0,8;59;72;24,2;84;85;0,01;468;6,32;4,1;4,1;10,6;62,8
Solomon Islands;Oceania;2005;No;24,4;29,3;1,13;83;65;25,3;90;89;0,17;1827;0,47;1,3;1,3;4,8;69,2
Kiribati;Oceania;2007;No;50;65,5;0,55;96;32;29,3;93;94;0,17;1493;0,1;0,2;0,1;7,5;65
Afghanistan;Asia;2005;No;77,3;108,4;0,016;66;17;22,2;58;58;0,02;346;25,65;19,3;19,5;2,6;58,3
Sao Tome and Principe;Central America and Caribbean;2015;No;18,5;23,1;5;96;76;24,7;96;96;0,15;1585;0,2;5,5;5,3;5,6;69,4
Myanmar;Asia;2006;No;55,8;74,5;0,67;75;63;21,8;82;82;0,44;610;49,3;13,2;13,5;3,7;61,9
Belarus;Rest of Europe;2014;No;3,3;4,3;11,29;97;98;26,5;97;97;0,23;6213;9,45;1,9;2;12,1;73
Albania;Rest of Europe;2013;No;9,3;10,4;4,28;99;99;26,4;99;99;0,03;3781;2,9;1,3;1,4;9,7;77,6
Yemen Rep;Middle East;2006;No;52,3;69,1;0,038;78;95;22,9;78;78;0,02;2543;20,69;13,9;13,8;2;64
St, Lucia;Central America and Caribbean;2003;No;15,7;18,3;13,78;84;83;27,4;91;90;0,4;9209;0,16;4,4;4,4;7,3;73,8
Zimbabwe;Africa;2014;No;42,9;62,7;4,22;91;64;23,8;92;91;4,29;1444;13,59;5,9;5,7;8,2;58,4
Kyrgyz Republic;Asia;2010;No;26,1;29,5;6,02;96;65;25,8;88;96;0,16;966;5,45;3,2;3,3;10,6;69,3
Nicaragua;Central America and Caribbean;2012;No;18,7;22;3,6;98;83;26,9;99;98;0,11;1851;5,98;1,8;1,7;6,3;73
Australia;Oceania;2001;Yes;5;6,1;9,53;94;85;26,3;91;92;0,04;45865;19,41;0,7;0,7;11,9;79,6
Turkiye;Middle East;2000;No;30,9;37,9;1,66;71;65;26,7;85;85;0,08;6544;63,24;5,3;5,2;5,5;70
Pakistan;Asia;2015;No;62,1;76;0,04;72;54;23,9;72;72;0,13;1357;199,43;19,2;19,6;5,1;66,6
Bhutan;Asia;2006;No;42,3;54,1;0,28;95;77;22,9;96;95;0,21;1572;0,66;17,5;18,3;2,3;66
Montenegro;Rest of Europe;2000;No;12,5;14,2;10,25;91;96;25,2;92;91;0,01;4432;0,6;2,6;2,7;10,3;73,2
Finland;European Union;2011;Yes;2,4;2,9;9,81;88;92;26;99;99;0,08;44467;5,39;0,9;0,8;12,3;80,5
Qatar;Middle East;2010;No;7,8;9,1;1,07;97;98;28,5;98;97;0,05;63002;1,86;5;4,6;8,4;79,1
Paraguay;South America;2013;No;20,2;23,8;5,62;86;76;26,4;89;86;0,14;5130;6,51;2;1,9;8,3;73,3
Serbia;Rest of Europe;2002;No;9,9;11,5;9,2;79;75;25,4;95;95;0,01;3640;7,5;2,7;2,8;9,7;72,3
Cote d'Ivoire;Africa;2006;No;83,4;122;0,81;77;64;23,2;76;77;2,12;1575;18,75;7;6,9;3,8;50,6
China;Asia;2009;No;13,6;17;4,88;99;98;23,1;99;99;0,1;5129;1331,26;4,4;3,8;7,1;74,1
Cameroon;Africa;2013;No;61,6;96,7;6,56;89;64;24,2;88;89;1,31;1306;22,08;5,8;5,8;5,9;56,6
Thailand;Asia;2014;No;9,7;11,3;6,91;99;94;24,2;99;99;0,17;5685;68,44;7,8;7,8;7,6;75,7
Philippines;Asia;2014;No;23,7;30,1;4,61;67;54;23;82;67;0,09;2867;100,51;1;9,7;9,2;70,5
Somalia;Africa;2003;No;104,4;172,7;0;42;64;22,3;40;40;0,13;202;9,82;7,7;7,5;2,1;51,8
Haiti;Central America and Caribbean;2004;No;66,7;91,8;3,58;60;83;23,8;58;55;1,22;1266;9,05;4,5;4,5;4,2;58,3
Oman;Middle East;2012;No;9,8;11,4;0,49;98;99;26,1;99;98;0,05;20102;3,5;7;6,8;8,6;76,1
Azerbaijan;Asia;2010;No;32,5;37,3;0,99;80;89;26,4;85;81;0,09;5215;9,05;2,8;2,9;10,7;70,9
Italy;European Union;2006;Yes;3,7;4,3;8,44;96;83;25,6;97;96;0,09;33752;58,14;0,5;0,5;9,3;81,3
Montenegro;Rest of Europe;2001;No;12;13,6;10,22;91;95;25,3;92;91;0,02;4462;0,61;2,5;2,6;10,3;73,2
Seychelles;Africa;2008;No;12;13,9;6,68;99;98;26,1;99;99;3,5;12154;0,09;5,9;6,3;8;73,2
Barbados;Central America and Caribbean;2008;No;14,1;15,3;8,63;85;97;27,1;85;85;0,45;18240;0,28;3,9;3,9;9,3;78,2
Congo Dem Rep;Africa;2004;No;97,5;140,9;2,03;69;64;21,1;52;54;0,83;354;53,07;11,7;11,5;4,1;52,9
Lao PDR;Asia;2001;No;73,9;103,1;3,14;48;65;21,2;55;52;0,14;974;5,41;1,4;1,5;4;59,4
Japan;Asia;2006;Yes;2,7;3,6;7,48;83;86;22,6;95;98;0,17;33532;127,85;1,7;1,5;11,2;82,3
Brazil;South America;2010;No;16,7;18,6;7,16;96;53;25,8;99;99;0,25;8702;195,71;2,9;2,9;6,9;73,6
Poland;European Union;2007;Yes;6,1;7;10,39;98;98;25,9;99;99;0,08;9749;38,12;2,2;2,4;11,8;75,2
Tunisia;Africa;2014;No;14,9;17,3;1,48;98;95;26,2;98;98;0,04;4098;11,06;6,5;6,4;6,9;75,7
Moldova;Rest of Europe;2013;No;14;16,3;8,48;91;92;26,8;92;90;0,37;2589;2,86;2,7;2,9;11,6;71
Peru;South America;2008;No;17,1;22;4,95;93;56;25,8;93;93;0,17;4805;28,56;1,2;1,2;8,4;73,8
Bhutan;Asia;2007;No;40,1;50,8;0,15;95;79;23;93;95;0,19;1840;0,66;17,3;18,1;2,3;66,7
Bosnia and Herzegovina;Rest of Europe;2002;No;8,2;9,3;4,08;92;90;24,9;86;80;0,08;3057;3,76;3,1;3,1;7,2;74,8
United Arab Emirates;Middle East;2005;No;8,4;9,8;2,68;92;94;27,5;94;94;0,13;53845;4,59;5,1;4,9;9,1;75,4
Qatar;Middle East;2004;No;9,3;10,8;1;97;95;28;95;96;0,04;61583;0,75;4,8;4,5;8,4;78,1
Madagascar;Africa;2009;No;48,6;72;0,83;77;64;21;76;77;0,12;480;20,57;7,7;7,6;5,9;62,9
St, Lucia;Central America and Caribbean;2000;No;15,6;18,4;12,8;90;83;26,9;70;70;0,4;9327;0,16;4,5;4,5;7;73,3
Finland;European Union;2004;Yes;3,2;3,9;9,89;88;92;25,9;96;98;0,08;41522;5,23;0,9;0,8;11,9;78,7
Lebanon;Middle East;2004;No;13,1;15,2;1,87;75;24;26,7;74;75;0,03;6677;4,57;4,7;4,6;7,5;76,4
Madagascar;Africa;2010;No;47,1;69,3;0,96;70;64;21,1;70;70;0,14;469;21,15;7,6;7,5;6;63,4
India;Asia;2013;No;38,8;49;3,03;70;51;21,6;82;83;0,08;1416;1280,84;26,8;27,5;5,8;67,9
Somalia;Africa;2013;No;88,4;143;0;42;64;23;47;42;0,13;330;13,06;6,8;6,6;2,1;55,1
Eritrea;Africa;2014;No;34,9;47,9;1,03;94;88;20,6;94;94;0,13;828;3,41;8,5;8,3;3,9;64,2
Eritrea;Africa;2008;No;41,5;59,4;0,66;94;88;20,5;95;94;0,29;638;3,06;9,1;9,1;3,8;61
Netherlands;European Union;2011;Yes;3,6;4,3;8,95;88;93;25,5;97;97;0,06;44869;16,69;1;0,9;12;81,2
Paraguay;South America;2004;No;25,6;30,8;5,17;90;55;25,4;92;92;0,18;3903;5,73;2,3;2,2;7,1;71,5
Benin;Africa;2004;No;78,2;124,4;1,25;75;83;22,5;74;72;0,84;956;7,75;8,9;8,8;2,7;56,9
China;Asia;2014;No;9;11,6;5,65;99;99;23,6;99;99;0,1;7533;1371,86;3,7;3;7,6;75,6
Bhutan;Asia;2002;No;52,2;68,9;0,3;83;77;22,4;89;86;0,24;1279;0,62;18,6;19,4;2,3;62,7
Estonia;European Union;2007;Yes;4,7;6;17,47;95;96;26;95;95;0,08;17459;1,34;2;2,1;12,2;72,8
Ghana;Africa;2015;No;38,8;54,6;1,75;88;63;23,9;88;88;0,84;1774;27,85;6,2;6,1;6,9;62,8
Mauritius;Africa;2002;No;14,4;16,6;3,91;88;80;24,6;88;88;1,2;5726;1,2;7,9;7,9;6,6;72
Afghanistan;Asia;2010;No;64,2;87,8;0,02;66;29;22,7;66;66;0,02;526;29,19;18,4;18,4;3,2;61
Philippines;Asia;2011;No;24,5;31,3;4,85;87;36;22,8;88;87;0,05;2484;95,57;1;9,7;9;70
Mongolia;Asia;2012;No;19,4;22,8;7,53;99;98;25,7;99;99;0,02;3336;2,82;2,2;2,3;9,9;68,2
Malawi;Africa;2011;No;48,8;77,6;1,88;97;64;22,6;97;97;4;366;14,96;6,7;6,6;4,3;57,2
Finland;European Union;2015;Yes;2;2,5;8,52;88;92;25,9;97;97;0,08;42802;5,48;0,9;0,8;12,4;81,5
Czechia;European Union;2003;Yes;3,9;4,8;13,87;92;98;26,6;97;97;0,08;13428;10,19;2,2;2,2;11,4;75,2
Fiji;Oceania;2001;No;19;22,3;2,35;98;85;26,4;92;91;0,03;4174;0,81;4,3;4;9,5;65,9
Afghanistan;Asia;2015;No;53,2;70,4;0;65;42;23,3;67;65;0,03;556;34,41;17,2;17,3;3,6;63,4
Belize;Central America and Caribbean;2015;No;13,2;15,3;6,71;94;95;28,9;94;94;0,4;4805;0,36;3,5;3,4;10,5;74
Tajikistan;Asia;2008;No;39,7;46,3;0,56;86;87;25;87;86;0,13;739;7,21;3,8;3,8;11;67,9
Mozambique;Africa;2006;No;83,2;126,2;0,59;75;64;22;73;78;3,5;409;21,08;3,8;3,7;2,9;50,6
Cuba;Central America and Caribbean;2005;No;5,9;7,4;4,48;95;53;24,9;99;89;0,14;5183;11,26;3,4;3,3;9,9;77,7
Romania;European Union;2005;Yes;15,5;18,1;9,63;98;96;25,4;97;97;0,04;6299;21,32;3,3;3,8;10,1;71,9
Burkina Faso;Africa;2014;No;61,2;104,5;6,93;91;17;22;91;91;0,2;647;17,59;8,2;7,7;1,4;59,5
Botswana;Africa;2002;No;43,9;78,3;6,43;88;83;23,8;97;97;16,5;4684;1,7;11,4;11,3;7,9;50,2
Suriname;South America;2000;No;27,5;31,2;4,46;84;16;25,4;70;71;1,01;6202;0,47;3,6;3,6;7,7;67,8
Vietnam;Asia;2009;No;18,5;23,2;1,97;94;65;20,9;97;96;0,18;1913;87,09;14,6;15,5;8;74,7
Oman;Middle East;2004;No;11,4;13,2;0,59;99;98;25,6;99;99;0,05;19486;2,45;7,1;6,8;6,6;73,9
Vanuatu;Oceania;2007;No;23,9;28,6;1,01;62;65;25,8;69;67;0,17;2790;0,22;1,6;1,5;6,6;68,7
Vietnam;Asia;2000;No;23,5;29,8;0,71;85;65;19,9;96;96;0,25;1170;79,91;15,8;16,4;5,4;73
Belarus;Rest of Europe;2007;No;5,6;7,3;13,91;91;99;26,2;90;95;0,19;4685;9,56;2,2;2,3;10,6;70,2
Cameroon;Africa;2011;No;66,6;105,8;5,9;82;64;24;80;82;1,73;1255;20,91;6;6;5,5;55,6
Iran Islamic Rep;Middle East;2002;No;26,7;32,2;0,012;99;65;25,2;99;99;0,13;4234;67,28;7,6;7,7;6,5;70,9
Kuwait;Middle East;2010;No;8,9;10,4;0;99;99;29;98;98;0,13;32035;2,99;3,3;3,2;6,8;74,4
Gabon;Africa;2005;No;47,7;73,6;7,56;70;64;24,3;44;45;2,59;7504;1,39;7,2;7,1;6,9;58,2
Belarus;Rest of Europe;2011;No;3,9;5,2;14,5;98;99;26,4;98;98;0,23;5938;9,46;2;2,1;12;70,6
Iraq;Middle East;2010;No;28,7;34,9;0,16;72;77;28;74;74;0,13;4052;29,74;5,3;5,1;6,4;68,6
Bulgaria;European Union;2000;Yes;14,4;17,5;10,26;94;83;25,3;94;93;0,02;3718;8,17;2,5;2,5;9,5;71,7
Guinea-Bissau;Africa;2008;No;79,1;126,1;3,01;83;64;22,9;77;77;2,73;570;1,45;8,5;8,4;2,4;53,6
Kuwait;Middle East;2004;No;10;11,6;0,018;94;88;28,6;98;98;0,13;37169;2,2;3,2;3;6,1;73,4
Mongolia;Asia;2006;No;30,5;37,4;4,59;98;96;24,9;98;99;0,02;2217;2,56;2,2;2,4;8,8;65,5
Pakistan;Asia;2014;No;63,8;78,3;0,04;72;48;23,8;69;72;0,13;1323;195,31;19,4;19,8;5,1;66,4
Mongolia;Asia;2008;No;25,9;31,2;8,92;96;96;25,2;95;96;0,02;2588;2,63;2,2;2,3;9;66,4
Luxembourg;European Union;2011;Yes;2,3;2,8;11,74;95;86;26,1;96;99;0,1;105290;0,52;0,9;0,9;11,8;81
Bahamas;Central America and Caribbean;2009;No;13,6;15,9;8,75;95;83;27,4;97;96;0,49;32244;0,35;2,5;2,5;10,9;72,1
Lebanon;Middle East;2002;No;15,1;17,5;2,06;77;28;26,5;77;77;0,02;6625;4,18;4,8;4,7;7,5;75,5
Bhutan;Asia;2001;No;54,8;72,9;1,42;89;77;22,3;88;88;0,23;1176;0,6;18,9;19,6;2,3;61,8
Madagascar;Africa;2005;No;55,9;84,8;0,74;81;64;20,9;80;85;0,06;471;18,34;8,1;8;5,6;61,2
Oman;Middle East;2008;No;10,3;12;0,51;99;98;25,8;97;99;0,05;21143;2,75;6,9;6,8;8,1;75,2
