Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy
Jordan;Middle East;2002;No;21.4;25.3;0.51;alta;alta;alta;alta;28;0.13;3849;5.32;3.9;3.9;9.6;72.1
Netherlands;European Union;2013;Yes;3.5;4.1;8.59;elevada;alta;alta;alta;25.5;0.05;44055;16.8;1;0.9;12.1;81.3
Cyprus;European Union;2001;Yes;5.2;6;10.16;elevada;alta;alta;alta;26.3;0.03;23018;0.96;0.9;1;10.1;78.1
Belgium;European Union;2007;Yes;3.9;4.7;13.43;alta;elevada;alta;alta;25.8;0.08;40290;10.63;0.8;0.8;11.1;79.8
Lithuania;European Union;2000;Yes;8.6;10.7;9.87;alta;alta;alta;alta;26;0.04;6423;3.5;3.4;3.4;10.7;72
Liberia;Africa;2013;No;66.9;92;3.74;elevada;moderada;elevada;elevada;24;3.5;754;4.25;6.8;6.7;4.4;61.2
Ukraine;Rest of Europe;2011;No;9.6;11.2;8.74;baixa;moderada;moderada;moderada;26.3;0.26;2450;45.71;2.4;2.5;11.3;70.8
Gambia;Africa;2002;No;58.1;104.2;3.37;alta;moderada;elevada;elevada;22.3;1.59;700;1.4;9.8;9.8;2.1;56.8
Suriname;South America;2007;No;22.2;25;4.69;elevada;baixa;elevada;elevada;25.9;0.75;8204;0.51;3.5;3.4;7.7;69.6
Slovenia;European Union;2011;Yes;2.5;3.1;10.61;elevada;alta;alta;alta;26.2;0.02;20747;2.05;1.6;1.6;12.2;80
Brazil;South America;2003;No;25.1;28.4;6.84;alta;elevada;alta;alta;25.1;0.25;6896;181.81;3.3;3.3;6.2;71.2
Somalia;Africa;2009;No;98.7;161.9;0;baixa;moderada;baixa;baixa;22.7;0.13;280;11.72;7.1;6.9;2.1;53.7
Guinea;Africa;2006;No;81.5;130.4;0.15;moderada;moderada;moderada;moderada;22.3;1.09;655;9.31;9.1;9.1;1.6;54.1
Sao Tome and Principe;Central America and Caribbean;2012;No;23.7;30.2;5.65;alta;elevada;alta;alta;24.6;0.22;1446;0.19;5.9;5.7;5.1;68.3
New Zealand;Oceania;2013;Yes;4.8;5.8;9.12;alta;elevada;alta;alta;27.8;0.03;37219;4.44;0.3;0.3;12.1;81.4
Saudi Arabia;Middle East;2003;No;15.8;18.5;0.057;alta;alta;alta;alta;27.7;0.13;17385;22.46;7.2;7.3;7.1;73.1
Guinea-Bissau;Africa;2007;No;82.5;132.2;3.22;elevada;moderada;elevada;elevada;22.8;2.81;566;1.41;8.7;8.6;2.3;53.1
Canada;North America;2012;Yes;4.9;5.6;8.3;elevada;elevada;alta;alta;26.9;0.1;42316;34.71;0.5;0.5;12.8;81.6
Maldives;Asia;2015;No;8.4;9.8;1.26;alta;alta;alta;alta;25.3;0.17;9033;0.45;13.6;13.6;6.3;77.7
Lesotho;Africa;2014;No;71.9;94.2;2.75;alta;elevada;elevada;alta;24.9;10.88;1120;2.04;5.8;5.6;6.1;49.9
Comoros;Africa;2015;No;54.4;72.3;0.14;alta;moderada;alta;alta;24.3;0.01;1243;0.78;6.7;6.5;4.8;63.5
Trinidad and Tobago;Central America and Caribbean;2015;No;17.3;19.3;5.97;alta;elevada;elevada;alta;27.5;0.4;18384;1.37;5.7;5.9;10.8;72.9
Mauritania;Africa;2006;No;66.1;106.1;0.011;moderada;moderada;moderada;moderada;24.3;0.32;1585;3.11;9.6;9.4;3.4;61.6
Burundi;Africa;2008;No;66.5;103.6;4.8;alta;moderada;elevada;alta;21.2;0.61;306;8.13;7.9;7.9;2.5;55.7
United Arab Emirates;Middle East;2015;No;6.5;7.6;2.12;alta;alta;alta;alta;28.4;0.13;38663;9.26;5.3;5.1;10.6;77.3
Latvia;European Union;2009;Yes;6.9;8.3;9.85;alta;alta;alta;alta;26.2;0.2;11240;2.14;2.3;2.3;12.3;73.1
Timor-Leste;Oceania;2009;No;53.6;64.4;0.085;elevada;moderada;elevada;elevada;20.6;0.07;1104;1.07;11.6;11.6;4.4;66.8
Sri Lanka;Asia;2002;No;13.4;15.5;1.62;elevada;alta;alta;alta;21.7;0.02;1939;19.06;15.4;15.6;10.2;73.1
Brazil;South America;2008;No;18.4;20.6;6.83;alta;moderada;alta;alta;25.6;0.25;8259;192.03;3;3;6.7;73
Moldova;Rest of Europe;2006;No;16.3;19;7.94;alta;alta;alta;alta;26.4;0.42;2004;2.88;3.1;3.3;10.6;68
Costa Rica;Central America and Caribbean;2012;No;8.6;9.9;3.17;alta;alta;alta;alta;27;0.18;10945;4.69;1.8;1.7;8.5;79.1
Slovak Republic;European Union;2008;Yes;6.1;7.4;11.87;alta;alta;alta;alta;25.9;0.01;14488;5.38;1.3;1.4;11.2;74.7
Slovenia;European Union;2002;Yes;4.1;4.9;9.87;elevada;alta;alta;alta;25.5;0.02;17302;1.99;2.1;2.2;11.5;76
Costa Rica;Central America and Caribbean;2007;No;9.7;11.1;4.25;elevada;elevada;elevada;elevada;26.5;0.16;9725;4.4;1.9;1.9;8.1;78.4
Libya;Africa;2007;No;17.3;20.2;0.007;alta;alta;alta;alta;27.4;0.09;14010;5.97;5.5;5.4;6.8;72.2
Mexico;North America;2007;No;18.2;21.3;4.24;alta;elevada;alta;alta;27.3;0.15;9214;109.17;1.7;1.7;8;75.3
Papua New Guinea;Oceania;2009;No;45.9;59.3;0.78;moderada;moderada;elevada;elevada;24.9;0.36;2077;7.14;1.4;1.3;3.9;61.7
Peru;South America;2001;No;27.2;35.3;4.09;elevada;moderada;alta;alta;25.1;0.19;3282;26.8;1.4;1.4;8.1;71.5
Latvia;European Union;2013;Yes;5.1;6;10.43;alta;alta;alta;alta;26.5;0.26;12796;2.01;2.2;2.2;12.7;74
Uzbekistan;Asia;2006;No;34.8;40.1;1.81;alta;moderada;alta;alta;25.5;0.13;1656;26.49;3.2;3.2;9.9;68.7
Slovenia;European Union;2012;Yes;2.4;2.9;10.95;elevada;alta;alta;alta;26.2;0.02;20157;2.06;1.5;1.5;11.7;80.1
Lao PDR;Asia;2004;No;66.1;90.8;3.54;baixa;moderada;baixa;baixa;21.5;0.15;1112;5.66;1.1;1.2;4.2;61.1
Uzbekistan;Asia;2005;No;37.4;43.4;1.76;alta;elevada;alta;alta;25.3;0.12;1560;26.17;3.2;3.2;9.8;68.4
Malaysia;Asia;2010;No;6.9;8.1;0.52;alta;alta;alta;alta;25;0.17;8248;28.21;8.2;8;9.8;74.5
Portugal;European Union;2011;Yes;3;3.7;10.86;alta;alta;alta;alta;25.8;0.15;19365;10.56;0.7;0.5;8.3;80.5
Honduras;Central America and Caribbean;2003;No;26.6;32.1;2.87;alta;elevada;alta;alta;25.2;0.29;1846;7.11;2.6;2.5;4.6;71.5
Samoa;Oceania;2007;No;16.5;19.3;3.85;baixa;baixa;moderada;moderada;31.2;0.17;3949;0.18;0.2;0.2;9.7;70.9
Algeria;Africa;2011;No;22.9;26.7;0.4;alta;alta;alta;alta;25.1;0.02;3957;36.66;5.9;5.8;7.4;75.2
Burkina Faso;Africa;2009;No;70.3;126.9;5.52;alta;baixa;alta;alta;21.7;0.35;554;15.14;9.3;8.8;1.4;56.4
Guinea-Bissau;Africa;2001;No;102.1;168.4;2.75;elevada;moderada;moderada;moderada;22.2;3.31;578;1.23;1;1;2.3;50.7
Philippines;Asia;2010;No;24.8;31.7;4.73;elevada;baixa;elevada;elevada;22.7;0.05;2433;93.97;1;9.7;8.9;69.8
France;European Union;2001;Yes;3.9;5.3;14.15;baixa;moderada;alta;alta;24.9;0.11;34015;61.36;0.7;0.6;10;79.2
Malawi;Africa;2010;No;52.4;84.2;1.69;alta;moderada;elevada;alta;22.5;4.4;359;14.54;6.8;6.7;4.3;55.6
Antigua and Barbuda;Central America and Caribbean;2003;No;11.5;14.1;6.91;alta;moderada;alta;alta;25.4;0.1;13793;0.08;3.5;3.5;9;74.6
Grenada;Central America and Caribbean;2002;No;12.6;15;10.99;alta;elevada;alta;alta;25.5;0.4;7016;0.1;4.1;4.1;7.4;72.9
Congo Rep;Africa;2002;No;68;106.2;0.9;elevada;moderada;baixa;baixa;22.2;2.36;2115;3.31;9.3;8.9;5.7;53.1
Tajikistan;Asia;2002;No;58.4;71;0.8;baixa;alta;elevada;elevada;24.3;0.01;510;6.43;4;4;10.6;63.7
Angola;Africa;2012;No;67.4;105.1;7.83;elevada;moderada;moderada;elevada;23;1.21;3128;25.11;8.8;8.6;4.8;57.2
Jordan;Middle East;2004;No;20.2;23.9;0.5;alta;alta;alta;alta;28.1;0.13;4148;5.58;3.9;3.8;9.7;72.4
Cuba;Central America and Caribbean;2012;No;4.8;6.1;4.33;alta;alta;alta;alta;25.4;0.16;7138;11.26;3.4;3.2;10.8;78.4
South Africa;Africa;2012;No;31;41.5;7.22;moderada;moderada;moderada;moderada;27.1;8.52;6232;52.83;6;7.3;9.8;60.1
Israel;Middle East;2005;Yes;4.5;5.6;2.46;alta;alta;alta;alta;26.6;0.08;28810;6.93;1.1;1.1;12.3;80.2
Portugal;European Union;2004;Yes;3.9;5;12.26;alta;elevada;alta;alta;25.7;0.19;19110;10.48;0.7;0.6;7.4;77.7
Iceland;Rest of Europe;2014;Yes;1.9;2.4;7.01;elevada;alta;alta;alta;26.2;0.05;51233;0.33;1;0.9;12.2;82.9
Seychelles;Africa;2005;No;11.8;13.7;6.6;alta;alta;alta;alta;25.8;3.5;10790;0.08;6;6.4;7.7;72.1
Gambia;Africa;2008;No;48.6;80.3;2.98;alta;moderada;alta;alta;23.1;1.34;708;1.69;8.6;8.5;2.6;59
Libya;Africa;2002;No;22.7;26.5;0.002;alta;elevada;alta;alta;27;0.06;10129;5.53;5.6;5.4;5.9;71.2
Congo Dem Rep;Africa;2006;No;92.8;131.4;2.68;moderada;moderada;moderada;moderada;21.2;0.74;371;56.58;11.3;11.1;4.5;54.4
Cabo Verde;Africa;2014;No;17.9;21;4.31;alta;elevada;alta;alta;24.4;0.26;3050;0.52;6.8;6.7;5.8;71.9
Ukraine;Rest of Europe;2000;No;15.7;18.3;6.95;moderada;alta;alta;alta;25.7;0.67;1420;49.18;3;3.1;10.7;67.7
Djibouti;Africa;2006;No;69.4;86.1;1.03;elevada;elevada;elevada;elevada;23.7;0.62;968;0.79;5.8;5.7;3.8;58.3
Germany;European Union;2000;Yes;4.4;5.4;12.91;elevada;elevada;alta;alta;25.8;0.08;34490;82.21;1.2;1.2;11.2;77.9
Kenya;Africa;2013;No;37.4;52.3;1.53;alta;baixa;alta;elevada;23.1;1.54;1397;45.52;7.9;7.7;6.3;63.4
Bolivia;South America;2008;No;36.7;46.9;3.51;elevada;elevada;elevada;elevada;25.6;0.18;2415;9.72;1.3;1.1;7.6;66.9
Uganda;Africa;2015;No;38.9;55.7;7.44;elevada;moderada;elevada;elevada;22.4;2.08;847;38.23;5.6;5.6;5.7;61.4
Latvia;European Union;2004;Yes;9.2;11.2;8.81;alta;alta;alta;alta;25.9;0.16;9407;2.26;2.5;2.6;11.7;72
Romania;European Union;2004;Yes;16.5;19.4;11.77;alta;alta;alta;alta;25.3;0.05;5981;21.45;3.4;3.9;9.9;71.6
Cambodia;Asia;2004;No;56.9;70.7;0.9;elevada;baixa;elevada;elevada;21;0.4;625;13.07;11.6;11.7;3.5;62.2
Bahrain;Middle East;2000;No;10.7;12.5;1.97;alta;alta;alta;alta;25.5;0.05;23244;0.66;6.2;6;8.3;74.4
Uruguay;South America;2010;No;9.3;10.7;5.99;alta;alta;alta;alta;26.7;0.24;13433;3.36;1.5;1.5;8.4;76.8
Turkiye;Middle East;2007;No;19.2;22.5;1.37;alta;moderada;alta;alta;27.2;0.08;8484;69.58;5;4.8;6.2;73.2
South Africa;Africa;2011;No;32.1;45.6;7.17;elevada;moderada;elevada;moderada;27;9.01;6183;52;6.6;8;9.9;58.9
Chile;South America;2001;No;8.7;10.3;6.1;alta;alta;alta;alta;26.7;0.14;8727;15.52;1;1;9;76.6
Madagascar;Africa;2004;No;58;88.5;0.8;elevada;moderada;elevada;elevada;20.8;0.05;463;17.8;8.2;8.1;5.5;60.8
Guatemala;Central America and Caribbean;2014;No;24.6;29.5;1.69;elevada;elevada;moderada;elevada;26.4;0.03;3903;15.31;1.2;1.2;6.4;72.9
Gambia;Africa;2010;No;45.8;73.6;2.82;alta;moderada;alta;alta;23.4;1.21;753;1.79;8.2;8.1;2.8;59.6
United States;North America;2011;Yes;6.1;7.2;8.66;alta;elevada;alta;alta;28.6;0.13;53395;311.58;0.7;0.6;13.3;78.6
Samoa;Oceania;2012;No;16.4;19.1;2.1;moderada;moderada;elevada;moderada;31.7;0.17;4012;0.19;0.2;0.1;10.2;72.1
Lao PDR;Asia;2007;No;58.7;79.1;5.03;moderada;moderada;baixa;moderada;21.8;0.17;1325;5.94;9.7;9.8;4.4;62.7
Australia;Oceania;2003;Yes;4.9;5.9;9.97;alta;elevada;alta;alta;26.5;0.05;47997;19.9;0.7;0.7;11.8;80.2
Kenya;Africa;2008;No;41.4;63.5;1.32;elevada;baixa;elevada;elevada;22.7;2.33;1255;39.79;8.3;8.2;6;58.8
Singapore;Asia;2013;No;2.2;2.8;1.86;alta;alta;alta;alta;23.6;0.09;53300;5.4;2.2;2.2;11.4;82.2
Togo;Africa;2004;No;68;106.3;1.61;elevada;moderada;elevada;elevada;22.5;1.93;504;5.47;8.6;8.5;4.2;54.2
Djibouti;Africa;2013;No;57.8;70.1;0.36;elevada;elevada;elevada;elevada;23.9;0.29;2384;0.88;5.6;5.4;4;62.2
Saudi Arabia;Middle East;2000;No;18.8;22;0.054;alta;alta;alta;alta;27.6;0.13;17691;20.66;7.3;7.4;6.7;72.6
Eswatini;Africa;2013;No;49.5;62.5;7.36;alta;elevada;alta;alta;26.6;15.83;3624;1.09;4.5;4.6;6.3;51.7
Eritrea;Africa;2006;No;44.5;64.6;1.29;alta;elevada;alta;alta;20.4;0.35;731;2.92;9.3;9.3;3.7;59.5
Gabon;Africa;2014;No;37.2;52.8;8.21;elevada;moderada;moderada;elevada;25.1;1.24;7350;1.88;6.1;6;8.1;64.3
Bangladesh;Asia;2005;No;49.4;64.6;4.00E-04;baixa;moderada;alta;alta;20.6;0.01;769;139.04;19.9;2.5;4.5;67.8
Greece;European Union;2011;Yes;3.5;4;7.48;alta;elevada;alta;alta;27.1;0.1;19401;11.1;0.8;0.7;10.3;80.7
Armenia;Rest of Europe;2006;No;20;22.5;3.99;elevada;elevada;elevada;elevada;25.9;0.08;2697;2.96;2;2.1;10.9;72.7
Indonesia;Asia;2000;No;41;52.2;0.063;moderada;baixa;elevada;elevada;21.6;0.06;1868;211.51;11;11.2;6.7;65.8
Pakistan;Asia;2013;No;65.4;80.6;0.03;elevada;baixa;moderada;elevada;23.7;0.13;1290;191.26;19.6;2;4.9;66.1
Vietnam;Asia;2007;No;19.1;23.9;1.51;moderada;moderada;alta;alta;20.7;0.21;1752;85.42;14.9;15.8;6.8;74.5
United Kingdom;Rest of Europe;2011;Yes;4.3;5;9.8;elevada;elevada;alta;alta;27;0.08;42772;63.26;0.8;0.5;13;81
Morocco;Africa;2006;No;33.6;39.3;0.48;alta;alta;alta;alta;25.1;0.05;2242;30.8;6.4;6.3;4;72.4
Costa Rica;Central America and Caribbean;2010;No;9.2;10.5;3.74;elevada;elevada;alta;elevada;26.8;0.18;10237;4.58;1.8;1.8;8.3;78.8
Brazil;South America;2002;No;26.8;30.4;7.02;alta;elevada;alta;alta;25;0.25;6905;179.54;3.3;3.3;6;70.8
Hungary;European Union;2013;Yes;4.7;5.6;10.73;elevada;alta;alta;alta;27;0.08;11710;9.89;1.7;1.7;12;75.6
Albania;Rest of Europe;2000;No;24.1;27.2;3.92;alta;alta;alta;alta;25.2;0.01;1961;3.09;2.1;2.2;8.8;74
Congo Rep;Africa;2012;No;40.7;57.9;1.9;moderada;moderada;moderada;elevada;22.9;2.04;2580;4.51;7.9;7.5;6.2;61.4
Chile;South America;2000;No;9.2;10.9;6.24;alta;alta;alta;alta;26.6;0.15;8556;15.34;1.1;1.1;8.8;76.4
Antigua and Barbuda;Central America and Caribbean;2001;No;12.3;15.1;6.85;alta;moderada;alta;alta;25.2;0.1;13220;0.08;3.6;3.5;8.9;74.2
Tajikistan;Asia;2001;No;62.9;77.2;0.8;moderada;elevada;elevada;elevada;24.2;0.01;468;6.32;4.1;4.1;10.6;62.8
Solomon Islands;Oceania;2005;No;24.4;29.3;1.13;elevada;moderada;alta;elevada;25.3;0.17;1827;0.47;1.3;1.3;4.8;69.2
Kiribati;Oceania;2007;No;50;65.5;0.55;alta;baixa;alta;alta;29.3;0.17;1493;0.1;0.2;0.1;7.5;65
Afghanistan;Asia;2005;No;77.3;108.4;0.016;moderada;baixa;moderada;moderada;22.2;0.02;346;25.65;19.3;19.5;2.6;58.3
Sao Tome and Principe;Central America and Caribbean;2015;No;18.5;23.1;5;alta;elevada;alta;alta;24.7;0.15;1585;0.2;5.5;5.3;5.6;69.4
Myanmar;Asia;2006;No;55.8;74.5;0.67;elevada;moderada;elevada;elevada;21.8;0.44;610;49.3;13.2;13.5;3.7;61.9
Belarus;Rest of Europe;2014;No;3.3;4.3;11.29;alta;alta;alta;alta;26.5;0.23;6213;9.45;1.9;2;12.1;73
Albania;Rest of Europe;2013;No;9.3;10.4;4.28;alta;alta;alta;alta;26.4;0.03;3781;2.9;1.3;1.4;9.7;77.6
Yemen Rep;Middle East;2006;No;52.3;69.1;0.038;elevada;alta;elevada;elevada;22.9;0.02;2543;20.69;13.9;13.8;2;64
St, Lucia;Central America and Caribbean;2003;No;15.7;18.3;13.78;elevada;elevada;alta;alta;27.4;0.4;9209;0.16;4.4;4.4;7.3;73.8
Zimbabwe;Africa;2014;No;42.9;62.7;4.22;alta;moderada;alta;alta;23.8;4.29;1444;13.59;5.9;5.7;8.2;58.4
Kyrgyz Republic;Asia;2010;No;26.1;29.5;6.02;alta;moderada;elevada;alta;25.8;0.16;966;5.45;3.2;3.3;10.6;69.3
Nicaragua;Central America and Caribbean;2012;No;18.7;22;3.6;alta;elevada;alta;alta;26.9;0.11;1851;5.98;1.8;1.7;6.3;73
Australia;Oceania;2001;Yes;5;6.1;9.53;alta;elevada;alta;alta;26.3;0.04;45865;19.41;0.7;0.7;11.9;79.6
Turkiye;Middle East;2000;No;30.9;37.9;1.66;elevada;moderada;elevada;elevada;26.7;0.08;6544;63.24;5.3;5.2;5.5;70
Pakistan;Asia;2015;No;62.1;76;0.04;elevada;moderada;elevada;elevada;23.9;0.13;1357;199.43;19.2;19.6;5.1;66.6
Bhutan;Asia;2006;No;42.3;54.1;0.28;alta;elevada;alta;alta;22.9;0.21;1572;0.66;17.5;18.3;2.3;66
Montenegro;Rest of Europe;2000;No;12.5;14.2;10.25;alta;alta;alta;alta;25.2;0.01;4432;0.6;2.6;2.7;10.3;73.2
Finland;European Union;2011;Yes;2.4;2.9;9.81;elevada;alta;alta;alta;26;0.08;44467;5.39;0.9;0.8;12.3;80.5
Qatar;Middle East;2010;No;7.8;9.1;1.07;alta;alta;alta;alta;28.5;0.05;63002;1.86;5;4.6;8.4;79.1
Paraguay;South America;2013;No;20.2;23.8;5.62;elevada;elevada;elevada;elevada;26.4;0.14;5130;6.51;2;1.9;8.3;73.3
Serbia;Rest of Europe;2002;No;9.9;11.5;9.2;elevada;elevada;alta;alta;25.4;0.01;3640;7.5;2.7;2.8;9.7;72.3
Cote d'Ivoire;Africa;2006;No;83.4;122;0.81;elevada;moderada;elevada;elevada;23.2;2.12;1575;18.75;7;6.9;3.8;50.6
China;Asia;2009;No;13.6;17;4.88;alta;alta;alta;alta;23.1;0.1;5129;1331.26;4.4;3.8;7.1;74.1
Cameroon;Africa;2013;No;61.6;96.7;6.56;elevada;moderada;elevada;elevada;24.2;1.31;1306;22.08;5.8;5.8;5.9;56.6
Thailand;Asia;2014;No;9.7;11.3;6.91;alta;alta;alta;alta;24.2;0.17;5685;68.44;7.8;7.8;7.6;75.7
Philippines;Asia;2014;No;23.7;30.1;4.61;moderada;moderada;elevada;moderada;23;0.09;2867;100.51;1;9.7;9.2;70.5
Somalia;Africa;2003;No;104.4;172.7;0;baixa;moderada;baixa;baixa;22.3;0.13;202;9.82;7.7;7.5;2.1;51.8
Haiti;Central America and Caribbean;2004;No;66.7;91.8;3.58;moderada;elevada;moderada;moderada;23.8;1.22;1266;9.05;4.5;4.5;4.2;58.3
Oman;Middle East;2012;No;9.8;11.4;0.49;alta;alta;alta;alta;26.1;0.05;20102;3.5;7;6.8;8.6;76.1
Azerbaijan;Asia;2010;No;32.5;37.3;0.99;elevada;elevada;elevada;elevada;26.4;0.09;5215;9.05;2.8;2.9;10.7;70.9
Italy;European Union;2006;Yes;3.7;4.3;8.44;alta;elevada;alta;alta;25.6;0.09;33752;58.14;0.5;0.5;9.3;81.3
Montenegro;Rest of Europe;2001;No;12;13.6;10.22;alta;alta;alta;alta;25.3;0.02;4462;0.61;2.5;2.6;10.3;73.2
Seychelles;Africa;2008;No;12;13.9;6.68;alta;alta;alta;alta;26.1;3.5;12154;0.09;5.9;6.3;8;73.2
Barbados;Central America and Caribbean;2008;No;14.1;15.3;8.63;elevada;alta;elevada;elevada;27.1;0.45;18240;0.28;3.9;3.9;9.3;78.2
Congo Dem Rep;Africa;2004;No;97.5;140.9;2.03;moderada;moderada;moderada;moderada;21.1;0.83;354;53.07;11.7;11.5;4.1;52.9
Lao PDR;Asia;2001;No;73.9;103.1;3.14;baixa;moderada;moderada;moderada;21.2;0.14;974;5.41;1.4;1.5;4;59.4
Japan;Asia;2006;Yes;2.7;3.6;7.48;elevada;elevada;alta;alta;22.6;0.17;33532;127.85;1.7;1.5;11.2;82.3
Brazil;South America;2010;No;16.7;18.6;7.16;alta;moderada;alta;alta;25.8;0.25;8702;195.71;2.9;2.9;6.9;73.6
Poland;European Union;2007;Yes;6.1;7;10.39;alta;alta;alta;alta;25.9;0.08;9749;38.12;2.2;2.4;11.8;75.2
Tunisia;Africa;2014;No;14.9;17.3;1.48;alta;alta;alta;alta;26.2;0.04;4098;11.06;6.5;6.4;6.9;75.7
Moldova;Rest of Europe;2013;No;14;16.3;8.48;alta;alta;alta;alta;26.8;0.37;2589;2.86;2.7;2.9;11.6;71
Peru;South America;2008;No;17.1;22;4.95;alta;moderada;alta;alta;25.8;0.17;4805;28.56;1.2;1.2;8.4;73.8
Bhutan;Asia;2007;No;40.1;50.8;0.15;alta;elevada;alta;alta;23;0.19;1840;0.66;17.3;18.1;2.3;66.7
Bosnia and Herzegovina;Rest of Europe;2002;No;8.2;9.3;4.08;alta;alta;elevada;elevada;24.9;0.08;3057;3.76;3.1;3.1;7.2;74.8
United Arab Emirates;Middle East;2005;No;8.4;9.8;2.68;alta;alta;alta;alta;27.5;0.13;53845;4.59;5.1;4.9;9.1;75.4
Qatar;Middle East;2004;No;9.3;10.8;1;alta;alta;alta;alta;28;0.04;61583;0.75;4.8;4.5;8.4;78.1
Madagascar;Africa;2009;No;48.6;72;0.83;elevada;moderada;elevada;elevada;21;0.12;480;20.57;7.7;7.6;5.9;62.9
St, Lucia;Central America and Caribbean;2000;No;15.6;18.4;12.8;alta;elevada;elevada;elevada;26.9;0.4;9327;0.16;4.5;4.5;7;73.3
Finland;European Union;2004;Yes;3.2;3.9;9.89;elevada;alta;alta;alta;25.9;0.08;41522;5.23;0.9;0.8;11.9;78.7
Lebanon;Middle East;2004;No;13.1;15.2;1.87;elevada;baixa;elevada;elevada;26.7;0.03;6677;4.57;4.7;4.6;7.5;76.4
Madagascar;Africa;2010;No;47.1;69.3;0.96;elevada;moderada;elevada;elevada;21.1;0.14;469;21.15;7.6;7.5;6;63.4
India;Asia;2013;No;38.8;49;3.03;elevada;moderada;elevada;elevada;21.6;0.08;1416;1280.84;26.8;27.5;5.8;67.9
Somalia;Africa;2013;No;88.4;143;0;baixa;moderada;baixa;baixa;23;0.13;330;13.06;6.8;6.6;2.1;55.1
Eritrea;Africa;2014;No;34.9;47.9;1.03;alta;elevada;alta;alta;20.6;0.13;828;3.41;8.5;8.3;3.9;64.2
Eritrea;Africa;2008;No;41.5;59.4;0.66;alta;elevada;alta;alta;20.5;0.29;638;3.06;9.1;9.1;3.8;61
Netherlands;European Union;2011;Yes;3.6;4.3;8.95;elevada;alta;alta;alta;25.5;0.06;44869;16.69;1;0.9;12;81.2
Paraguay;South America;2004;No;25.6;30.8;5.17;alta;moderada;alta;alta;25.4;0.18;3903;5.73;2.3;2.2;7.1;71.5
Benin;Africa;2004;No;78.2;124.4;1.25;elevada;elevada;elevada;elevada;22.5;0.84;956;7.75;8.9;8.8;2.7;56.9
China;Asia;2014;No;9;11.6;5.65;alta;alta;alta;alta;23.6;0.1;7533;1371.86;3.7;3;7.6;75.6
Bhutan;Asia;2002;No;52.2;68.9;0.3;elevada;elevada;elevada;elevada;22.4;0.24;1279;0.62;18.6;19.4;2.3;62.7
Estonia;European Union;2007;Yes;4.7;6;17.47;alta;alta;alta;alta;26;0.08;17459;1.34;2;2.1;12.2;72.8
Ghana;Africa;2015;No;38.8;54.6;1.75;elevada;moderada;elevada;elevada;23.9;0.84;1774;27.85;6.2;6.1;6.9;62.8
Mauritius;Africa;2002;No;14.4;16.6;3.91;elevada;elevada;elevada;elevada;24.6;1.2;5726;1.2;7.9;7.9;6.6;72
Afghanistan;Asia;2010;No;64.2;87.8;0.02;moderada;baixa;moderada;moderada;22.7;0.02;526;29.19;18.4;18.4;3.2;61
Philippines;Asia;2011;No;24.5;31.3;4.85;elevada;baixa;elevada;elevada;22.8;0.05;2484;95.57;1;9.7;9;70
Mongolia;Asia;2012;No;19.4;22.8;7.53;alta;alta;alta;alta;25.7;0.02;3336;2.82;2.2;2.3;9.9;68.2
Malawi;Africa;2011;No;48.8;77.6;1.88;alta;moderada;alta;alta;22.6;4;366;14.96;6.7;6.6;4.3;57.2
Finland;European Union;2015;Yes;2;2.5;8.52;elevada;alta;alta;alta;25.9;0.08;42802;5.48;0.9;0.8;12.4;81.5
Czechia;European Union;2003;Yes;3.9;4.8;13.87;alta;alta;alta;alta;26.6;0.08;13428;10.19;2.2;2.2;11.4;75.2
Fiji;Oceania;2001;No;19;22.3;2.35;alta;elevada;alta;alta;26.4;0.03;4174;0.81;4.3;4;9.5;65.9
Afghanistan;Asia;2015;No;53.2;70.4;0;moderada;baixa;moderada;moderada;23.3;0.03;556;34.41;17.2;17.3;3.6;63.4
Belize;Central America and Caribbean;2015;No;13.2;15.3;6.71;alta;alta;alta;alta;28.9;0.4;4805;0.36;3.5;3.4;10.5;74
Tajikistan;Asia;2008;No;39.7;46.3;0.56;elevada;elevada;elevada;elevada;25;0.13;739;7.21;3.8;3.8;11;67.9
Mozambique;Africa;2006;No;83.2;126.2;0.59;elevada;moderada;elevada;elevada;22;3.5;409;21.08;3.8;3.7;2.9;50.6
Cuba;Central America and Caribbean;2005;No;5.9;7.4;4.48;alta;moderada;alta;elevada;24.9;0.14;5183;11.26;3.4;3.3;9.9;77.7
Romania;European Union;2005;Yes;15.5;18.1;9.63;alta;alta;alta;alta;25.4;0.04;6299;21.32;3.3;3.8;10.1;71.9
Burkina Faso;Africa;2014;No;61.2;104.5;6.93;alta;baixa;alta;alta;22;0.2;647;17.59;8.2;7.7;1.4;59.5
Botswana;Africa;2002;No;43.9;78.3;6.43;elevada;elevada;alta;alta;23.8;16.5;4684;1.7;11.4;11.3;7.9;50.2
Suriname;South America;2000;No;27.5;31.2;4.46;elevada;baixa;elevada;elevada;25.4;1.01;6202;0.47;3.6;3.6;7.7;67.8
